example_id,protein_id,affinity_record,source_benchmark,benchmark_split,measurement_family,normalization_provenance
5t9w,5t9w,Kd=2600nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5t9z,5t9z,Kd=64nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5ta2,5ta2,Kd=11nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5ta4,5ta4,Kd=24nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5tb6,5tb6,Kd=1.53uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5tbe,5tbe,Kd=1.06nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5tbm,5tbm,Kd=0.049uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5tcj,5tcj,Kd=42nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5tcy,5tcy,Kd=22nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5tef,5tef,Kd=4.0uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5tfx,5tfx,Ki=60.9nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5th4,5th4,Ki=1420uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5ti0,5ti0,Ki=61uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5tkj,5tkj,Kd=7.15nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5tkk,5tkk,Kd=5.29nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5tmp,5tmp,Kd=34nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5tp0,5tp0,Ki=3.66uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
5tpx,5tpx,Kd=280nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5tt3,5tt3,Ki=193nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5ttw,5ttw,Kd=1.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5tuo,5tuo,Ki=323nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5tuz,5tuz,Kd=40nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5twj,5twj,Kd=5.58uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5txy,5txy,Kd=3.5uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5ty9,5ty9,Kd=6.1uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5tya,5tya,Kd=32.9uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u0d,5u0d,Kd=28.6uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u0e,5u0e,Kd=7.7uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u0f,5u0f,Kd=3.4uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u0g,5u0g,Kd=26.2uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u0w,5u0w,Kd=58uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u0y,5u0y,Kd=0.83uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u0z,5u0z,Kd=0.65uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u11,5u11,Kd=4.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u12,5u12,Kd=8.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u13,5u13,Kd=3.9uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u14,5u14,Kd=4.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5u28,5u28,Kd=67nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u49,5u49,Kd=0.73uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5u4b,5u4b,Kd=1.8uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5u4d,5u4d,Kd=0.47uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5u6j,5u6j,Ki=23nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5u8c,5u8c,Ki=29.58nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5uc4,5uc4,Kd=0.35uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5ucj,5ucj,Kd=0.44uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5ueu,5ueu,Ki=16.7nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5uez,5uez,Ki=970nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5uf0,5uf0,Ki=160uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5ufc,5ufc,Kd=6.9uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5uff,5uff,Kd=57.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ufp,5ufp,Kd=42.5nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ufr,5ufr,Kd=0.002uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ufs,5ufs,Ki=3.2nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
5uk8,5uk8,Kd=0.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ula,5ula,Ki=77nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5uln,5uln,Ki=14.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5ulp,5ulp,Kd=24.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ult,5ult,Ki=0.014nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5umx,5umx,Kd=1.1uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5umy,5umy,Kd=108nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5uoo,5uoo,Ki=1.4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5uov,5uov,Ki=0.025nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5upe,5upe,Ki=9nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5upf,5upf,Ki=2.5nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5upj,5upj,Ki=75nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5upz,5upz,Ki=0.63nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5ut6,5ut6,Kd=57.3uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5uv2,5uv2,Ki=39.5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5uxf,5uxf,Kd=87nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5v0n,5v0n,Ki=67.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5v79,5v79,Kd=0.39uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5v7a,5v7a,Kd=0.42uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5v82,5v82,Ki=0.07nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5var,5var,Kd=81.7uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5vb5,5vb5,Kd=0.35uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vb6,5vb6,Kd=0.43uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vb7,5vb7,Ki=0.19uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5vc3,5vc3,Kd=77.5nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vc4,5vc4,Kd=43.7nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vcv,5vcv,Kd=150nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vcw,5vcw,Kd=1105nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vcy,5vcy,Kd=270nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vcz,5vcz,Kd=444nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vd0,5vd0,Kd=324nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vd1,5vd1,Kd=990nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vd2,5vd2,Kd=78.7nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vd3,5vd3,Kd=2817nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vgy,5vgy,Kd=65.5uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vh0,5vh0,Kd=30uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5vi6,5vi6,Kd=3nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5vih,5vih,Ki=32.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5vij,5vij,Ki=24.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5vja,5vja,Ki=0.260uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
5vkc,5vkc,Ki=1.8nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5vl2,5vl2,Kd=3.77nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5vm0,5vm0,Kd=1.60nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5vo1,5vo1,Ki=0.007uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5voj,5voj,Ki=3.6nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5vp9,5vp9,Ki=1.03nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5vr8,5vr8,Kd=0.135uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5vsf,5vsf,Kd=94nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5vsj,5vsj,Ki=95uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5vyy,5vyy,Kd=0.62uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5w1e,5w1e,Kd=5.8uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5w2s,5w2s,Kd=46.5nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5w44,5w44,Ki=0.36uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5wa5,5wa5,Kd=192nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5wa8,5wa8,Kd=0.587uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wa9,5wa9,Kd=0.175uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wal,5wal,Ki=0.0017uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
5wbm,5wbm,Kd=20uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wbo,5wbo,Kd=62uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wcm,5wcm,Ki=100uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5we9,5we9,Ki=0.06uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5wex,5wex,Ki=66.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5wgp,5wgp,Ki=2400nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5wij,5wij,Kd=488nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5win,5win,Kd=94nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5wl0,5wl0,Kd=0.67nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wlo,5wlo,Ki=0.015nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5wmg,5wmg,Kd=6.1nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5wp5,5wp5,Kd=4.6uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5wqc,5wqc,Ki=1.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5wuk,5wuk,Kd=14nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wxh,5wxh,Kd=0.7uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wyx,5wyx,Kd=0.22uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5wyz,5wyz,Kd=21nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5x54,5x54,Kd=10uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5x62,5x62,Kd=379nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5x74,5x74,Kd=2.3nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5xg5,5xg5,Kd=0.33mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5xmx,5xmx,Kd=57nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5xo7,5xo7,Kd=0.44uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5xpi,5xpi,Kd=5.2uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5xsr,5xsr,Kd=20.3nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5xva,5xva,Ki=0.051uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5xvg,5xvg,Ki=0.009uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5y12,5y12,Ki=0.59uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5y13,5y13,Ki=1.16uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5y8y,5y8y,Kd=82nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5y94,5y94,Kd=164nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5ya5,5ya5,Kd=0.19uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5yas,5yas,Ki=0.55mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5yfs,5yfs,Kd=13.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yft,5yft,Kd=10uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yh8,5yh8,Kd=167.8nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yhe,5yhe,Kd=203.3nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yhg,5yhg,Kd=952.3nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yj8,5yj8,Kd=0.104mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yjm,5yjm,Kd=21nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yl2,5yl2,Kd=31.69uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5ymx,5ymx,Kd=0.12uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yqx,5yqx,Kd=110nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
5yum,5yum,Ki=223uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5yyf,5yyf,Kd=0.33uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5yz2,5yz2,Kd=11.3uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5z5f,5z5f,Ki=6.8mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5z66,5z66,Kd=206nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5z7b,5z7b,Kd=13uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5z7j,5z7j,Kd=0.25uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5z99,5z99,Kd=133nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5za7,5za7,Ki=1356nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5za8,5za8,Ki=508nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5za9,5za9,Ki=183nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zae,5zae,Ki=156nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zaf,5zaf,Ki=166nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zag,5zag,Ki=108nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zaj,5zaj,Ki=42nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zc5,5zc5,Ki=88nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
5zdb,5zdb,Kd=1.78uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zg0,5zg0,Ki=0.082uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5zg1,5zg1,Ki=0.019uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5zg3,5zg3,Ki=0.061uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
5zhl,5zhl,Kd=0.19uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
5zkc,5zkc,Kd=6.4nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5znc,5znc,Kd=29.9nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
5zni,5zni,Kd=40.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zo8,5zo8,Kd=6.3nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zvw,5zvw,Kd=2.4nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zw6,5zw6,Kd=10nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zyg,5zyg,Kd=6.2uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zyl,5zyl,Kd=0.088uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
5zym,5zym,Kd=1.7uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6a87,6a87,Kd=0.7mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6abx,6abx,Ki=7.19mM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
6ajr,6ajr,Kd=48.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6ajv,6ajv,Kd=9.1uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6ajy,6ajy,Kd=5.3uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6ajz,6ajz,Kd=46uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6aox,6aox,Kd=15uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6aqs,6aqs,Ki=28nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6arm,6arm,Kd=10.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6arn,6arn,Kd=6.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6aro,6aro,Kd=7.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6as8,6as8,Kd=0.089uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6ayi,6ayi,Kd=0.21uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6ayo,6ayo,Ki=5.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6ayq,6ayq,Ki=6.5nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6ayr,6ayr,Ki=4.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6ays,6ays,Ki=0.65nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6ayt,6ayt,Ki=1.4nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6b1k,6b1k,Kd=0.213uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6b4d,6b4d,Ki=0.78uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6b4l,6b4l,Ki=0.34uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6b4n,6b4n,Ki=27.9pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6b4u,6b4u,Ki=21nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6b59,6b59,Ki=8.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6b5q,6b5q,Kd=5.7nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6b7a,6b7a,Kd=32uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6b7b,6b7b,Kd=1280uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6b96,6b96,Ki=14.3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6b97,6b97,Ki=0.237uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6b98,6b98,Ki=22.4uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6bbx,6bbx,Kd=215nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6bdy,6bdy,Kd=2.04uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6bhv,6bhv,Kd=5.87uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6bm5,6bm5,Kd=1.43uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6bm6,6bm6,Kd=20.8uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6bs3,6bs3,Kd=1.5uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
6bs4,6bs4,Kd=2.8uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
6c0s,6c0s,Ki=89nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6c2r,6c2r,Ki=0.8nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6c7q,6c7q,Ki=0.7nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6c7w,6c7w,Ki=3410nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6c7x,6c7x,Ki=65.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6c85,6c85,Ki=126uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6c9s,6c9s,Ki=48nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
6c9v,6c9v,Ki=120.2nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
6cbf,6cbf,Ki=6.8uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cbg,6cbg,Ki=113uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cdj,6cdj,Ki=0.002nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cdl,6cdl,Ki=0.012nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cdo,6cdo,Kd=1.06nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6cdp,6cdp,Kd=1.64nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6ce6,6ce6,Kd=8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6ced,6ced,Kd=1.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6cfc,6cfc,Kd=210uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6chp,6chp,Kd=0.075nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6cjr,6cjr,Ki=0.30nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
6cjs,6cjs,Ki=0.20nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
6cjv,6cjv,Ki=2200nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
6ckr,6ckr,Kd=0.05uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6cks,6cks,Kd=0.015uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6ckw,6ckw,Kd=0.83nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6cn5,6cn5,Ki=0.02uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cpa,6cpa,Ki=3pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
6cpw,6cpw,Kd=5.6nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
6cq1,6cq1,Kd=219uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6csp,6csp,Kd=3nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6csq,6csq,Kd=410nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6csr,6csr,Kd=144nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6css,6css,Kd=25nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6cvf,6cvf,Kd=0.45uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6cvv,6cvv,Kd=75uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6cwh,6cwh,Kd=29nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6cwn,6cwn,Kd=226nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
6czb,6czb,Kd=47uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6czc,6czc,Kd=16.5uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
6cze,6cze,Kd=93uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
